Date,Price,Max Price,15% drop,10% drop,5% drop,2% drop
2020-04-17,633.8281565742492,0,0,0,0,0
2020-04-17,598.2953659784201,633.8281565742492,0,0,8,0
2020-04-20,613.6607763733919,633.8281565742492,0,0,0,4
2020-04-20,555.7999598217535,633.8281565742492,0,18,0,0
2020-04-21,591.5728715980334,633.8281565742492,0,0,8,0
2020-04-21,560.79380777763,633.8281565742492,0,18,0,0
2020-04-22,576.1594020414931,633.8281565742492,0,0,9,0
2020-04-22,547.3970372223657,633.8281565742492,0,18,0,0
2020-04-23,597.7671684775299,633.8281565742492,0,0,8,0
2020-04-23,565.1634215600592,633.8281565742492,0,18,0,0
2020-04-24,580.8649935127829,633.8281565742492,0,0,9,0
2020-04-24,560.8418118606138,633.8281565742492,0,18,0,0
2020-04-27,580.1928414781565,633.8281565742492,0,0,9,0
2020-04-27,561.8502045970658,633.8281565742492,0,18,0,0
2020-04-28,623.3123270399416,633.8281565742492,0,0,0,0
2020-04-28,575.7272122153378,633.8281565742492,0,0,9,0
2020-04-29,602.1366765010798,633.8281565742492,0,0,8,0
2020-04-29,584.1301969406409,633.8281565742492,0,0,9,0
2020-04-30,648.6654769218329,0,0,0,0,0
2020-04-30,589.5562142603325,648.6654769218329,0,0,8,0
2020-05-04,689.7202829492292,0,0,0,0,0
2020-05-04,596.3746706091716,689.7202829492292,0,17,0,0
2020-05-05,678.9643619513221,689.7202829492292,0,0,0,0
2020-05-05,635.556727653813,689.7202829492292,0,0,8,0
2020-05-06,648.2332386483055,689.7202829492292,0,0,8,0
2020-05-06,610.7797626375144,689.7202829492292,0,16,0,0
2020-05-07,643.4315616534587,689.7202829492292,0,0,8,0
2020-05-07,621.2476014065684,689.7202829492292,0,0,8,0
2020-05-08,637.6694486912531,689.7202829492292,0,0,8,0
2020-05-08,606.5062237001657,689.7202829492292,0,16,0,0
2020-05-11,621.3436497354077,689.7202829492292,0,0,8,0
2020-05-11,597.767175212621,689.7202829492292,0,17,0,0
2020-05-12,606.9383942439268,689.7202829492292,0,16,0,0
2020-05-12,582.4015768957996,689.7202829492292,34,0,0,0
2020-05-13,631.907378760142,689.7202829492292,0,0,8,0
2020-05-13,591.5728652222606,689.7202829492292,0,17,0,0
2020-05-14,618.7026744501173,689.7202829492292,0,16,0,0
2020-05-14,600.2160210032182,689.7202829492292,0,17,0,0
2020-05-15,622.2080216898448,689.7202829492292,0,0,8,0
2020-05-15,596.3746981161669,689.7202829492292,0,17,0,0
2020-05-18,607.1305326190173,689.7202829492292,0,16,0,0
2020-05-18,577.8879958070181,689.7202829492292,35,0,0,0
2020-05-19,594.4538962312703,689.7202829492292,0,17,0,0
2020-05-19,551.2383464244735,689.7202829492292,36,0,0,0
2020-05-20,560.8417751142484,689.7202829492292,36,0,0,0
2020-05-20,529.150373438272,689.7202829492292,38,0,0,0
2020-05-21,555.0797087025684,689.7202829492292,36,0,0,0
2020-05-21,531.0710707829071,689.7202829492292,38,0,0,0
2020-05-22,547.3489866038574,689.7202829492292,37,0,0,0
2020-05-22,523.4843632679364,689.7202829492292,38,0,0,0
2020-05-26,539.7141903550339,689.7202829492292,37,0,0,0
2020-05-26,518.6825997048716,689.7202829492292,39,0,0,0
2020-05-27,600.1199608047516,689.7202829492292,0,17,0,0
2020-05-27,514.8892927929179,689.7202829492292,39,0,0,0
2020-05-28,620.3832087094804,689.7202829492292,0,16,0,0
2020-05-28,583.8900787853934,689.7202829492292,34,0,0,0
2020-05-29,619.1828357476064,689.7202829492292,0,16,0,0
2020-05-29,585.8108256006823,689.7202829492292,34,0,0,0
2020-06-01,631.907344789946,689.7202829492292,0,0,8,0
2020-06-01,600.9842076836406,689.7202829492292,0,17,0,0
2020-06-02,628.0659969435322,689.7202829492292,0,0,8,0
2020-06-02,610.779776844169,689.7202829492292,0,16,0,0
2020-06-03,619.4228923198701,689.7202829492292,0,16,0,0
2020-06-03,602.136672069083,689.7202829492292,0,17,0,0
2020-06-04,611.7401257871933,689.7202829492292,0,16,0,0
2020-06-04,596.4226022803855,689.7202829492292,0,17,0,0
2020-06-05,625.0889815452189,689.7202829492292,0,0,8,0
2020-06-05,597.6230619061333,689.7202829492292,0,17,0,0
2020-06-08,639.9743690836385,689.7202829492292,0,0,8,0
2020-06-08,619.4709541437745,689.7202829492292,0,16,0,0
2020-06-09,638.6298594568763,689.7202829492292,0,0,8,0
2020-06-09,610.0595762706477,689.7202829492292,0,16,0,0
2020-06-10,700.0439282370364,0,0,0,0,0
2020-06-10,610.8758052043112,700.0439282370364,0,16,0,0
2020-06-11,708.1588557299923,0,0,0,0,0
2020-06-11,657.1644701484432,708.1588557299923,0,0,8,0
2020-06-12,693.2254475251618,708.1588557299923,0,0,0,4
2020-06-12,651.1143164347237,708.1588557299923,0,0,8,0
2020-06-15,729.8626570690311,0,0,0,0,0
2020-06-15,681.8453769987001,729.8626570690311,0,0,7,0
2020-06-16,747.1489008396649,0,0,0,0,0
2020-06-16,693.3695455093034,747.1489008396649,0,0,7,0
2020-06-17,737.4974082945785,747.1489008396649,0,0,0,0
2020-06-17,714.4011085551508,747.1489008396649,0,0,0,3
2020-06-18,734.6644402704314,747.1489008396649,0,0,0,0
2020-06-18,701.0523416959672,747.1489008396649,0,0,7,0
2020-06-19,724.8689063176015,747.1489008396649,0,0,0,3
2020-06-19,703.5972847104129,747.1489008396649,0,0,7,0
2020-06-22,720.7873926560609,747.1489008396649,0,0,0,3
2020-06-22,691.9770240845188,747.1489008396649,0,0,7,0
2020-06-23,714.9772822189326,747.1489008396649,0,0,0,3
2020-06-23,695.0021059363218,747.1489008396649,0,0,7,0
2020-06-24,720.259168965343,747.1489008396649,0,0,0,3
2020-06-24,688.6157710858307,747.1489008396649,0,0,7,0
2020-06-25,699.6117630169483,747.1489008396649,0,0,7,0
2020-06-25,681.8453695841225,747.1489008396649,0,0,7,0
2020-06-26,699.8999179265397,747.1489008396649,0,0,7,0
2020-06-26,675.1230111739917,747.1489008396649,0,0,7,0
2020-06-29,679.828685055568,747.1489008396649,0,0,7,0
2020-06-29,653.0350189215263,747.1489008396649,0,15,0,0
2020-06-30,698.6994092903855,747.1489008396649,0,0,7,0
2020-06-30,654.9556802021956,747.1489008396649,0,15,0,0
2020-07-01,734.6643959276881,747.1489008396649,0,0,0,0
2020-07-01,678.4841774155708,747.1489008396649,0,0,7,0
2020-07-02,741.3868109640094,747.1489008396649,0,0,0,0
2020-07-02,703.0689976767972,747.1489008396649,0,0,7,0
2020-07-03,720.2591594999046,747.1489008396649,0,0,0,3
2020-07-03,696.7306936229077,747.1489008396649,0,0,7,0
2020-07-06,717.6662471345062,747.1489008396649,0,0,0,3
2020-07-06,695.0021146737977,747.1489008396649,0,0,7,0
2020-07-07,715.4574303887247,747.1489008396649,0,0,0,3
2020-07-07,699.3716425242801,747.1489008396649,0,0,7,0
2020-07-08,704.8936562090513,747.1489008396649,0,0,7,0
2020-07-08,682.9017189658564,747.1489008396649,0,0,7,0
2020-07-09,704.8937040449093,747.1489008396649,0,0,7,0
2020-07-09,688.7119033584818,747.1489008396649,0,0,7,0
2020-07-10,699.4676397402845,747.1489008396649,0,0,7,0
2020-07-10,686.6470504265085,747.1489008396649,0,0,7,0
2020-07-13,696.2506102015146,747.1489008396649,0,0,7,0
2020-07-13,679.9247338243756,747.1489008396649,0,0,7,0
2020-07-14,694.3299257251498,747.1489008396649,0,0,7,0
2020-07-14,675.4591096920745,747.1489008396649,0,0,7,0
2020-07-15,698.1713196476758,747.1489008396649,0,0,7,0
2020-07-15,688.2797707208917,747.1489008396649,0,0,7,0
2020-07-16,714.1610146427184,747.1489008396649,0,0,0,4
2020-07-16,688.1356142328625,747.1489008396649,0,0,7,0
2020-07-17,709.6474483808796,747.1489008396649,0,0,7,0
2020-07-17,693.4175830247723,747.1489008396649,0,0,7,0
2020-07-20,713.2966423011236,747.1489008396649,0,0,0,4
2020-07-20,694.4258291935021,747.1489008396649,0,0,7,0
2020-07-21,715.1694137554446,747.1489008396649,0,0,0,3
