Date,Price,Max Price,15% drop,10% drop,5% drop,2% drop
2020-04-17,38.45058684438528,0,0,0,0,0
2020-04-17,32.39426670125587,38.45058684438528,617,0,0,0
2020-04-20,42.15949863484875,0,0,0,0,0
2020-04-20,37.93415927160903,42.15949863484875,0,264,0,0
2020-04-21,38.77922743485248,42.15949863484875,0,0,129,0
2020-04-21,36.71350512204621,42.15949863484875,0,272,0,0
2020-04-22,40.61020545489736,42.15949863484875,0,0,0,62
2020-04-22,35.91538401502483,42.15949863484875,0,278,0,0
2020-04-23,39.81209110710122,42.15949863484875,0,0,126,0
2020-04-23,38.02805735404219,42.15949863484875,0,0,131,0
2020-04-24,39.24871023506411,42.15949863484875,0,0,127,0
2020-04-24,36.90129929299251,42.15949863484875,0,271,0,0
2020-04-27,40.84494656649503,42.15949863484875,0,0,0,61
2020-04-27,38.26279477206143,42.15949863484875,0,0,131,0
2020-04-28,39.81209063814738,42.15949863484875,0,0,126,0
2020-04-28,37.18298754211015,42.15949863484875,0,269,0,0
2020-04-29,38.26280171212818,42.15949863484875,0,0,131,0
2020-04-29,37.18299115130979,42.15949863484875,0,269,0,0
2020-04-30,38.30974520740572,42.15949863484875,0,0,131,0
2020-04-30,36.85435116441944,42.15949863484875,0,271,0,0
2020-05-04,40.84494731669346,42.15949863484875,0,0,0,61
2020-05-04,37.60551974416899,42.15949863484875,0,266,0,0
2020-05-05,40.28156881520933,42.15949863484875,0,0,0,62
2020-05-05,37.65246598069916,42.15949863484875,0,266,0,0
2020-05-06,38.4036440860695,42.15949863484875,0,0,130,0
2020-05-06,37.08909253805088,42.15949863484875,0,270,0,0
2020-05-07,38.0280566155156,42.15949863484875,0,0,131,0
2020-05-07,36.76045616107766,42.15949863484875,0,272,0,0
2020-05-08,38.02805238551439,42.15949863484875,0,0,131,0
2020-05-08,36.57265850441696,42.15949863484875,0,273,0,0
2020-05-11,37.55856993516398,42.15949863484875,0,266,0,0
2020-05-11,35.77453643049795,42.15949863484875,559,0,0,0
2020-05-12,36.33791685968983,42.15949863484875,0,275,0,0
2020-05-12,35.49284760965767,42.15949863484875,563,0,0,0
2020-05-13,36.94824211007035,42.15949863484875,0,271,0,0
2020-05-13,35.77453678787161,42.15949863484875,559,0,0,0
2020-05-14,36.94824160530712,42.15949863484875,0,271,0,0
2020-05-14,35.7745362991428,42.15949863484875,559,0,0,0
2020-05-15,37.08909173689058,42.15949863484875,0,270,0,0
2020-05-15,35.77454021726755,42.15949863484875,559,0,0,0
2020-05-18,36.80740254150044,42.15949863484875,0,272,0,0
2020-05-18,34.55388671129779,42.15949863484875,579,0,0,0
2020-05-19,35.96233217898458,42.15949863484875,0,278,0,0
2020-05-19,33.05154426510878,42.15949863484875,605,0,0,0
2020-05-20,34.64778477227718,42.15949863484875,577,0,0,0
2020-05-20,32.44121647551889,42.15949863484875,616,0,0,0
2020-05-21,36.3848680298395,42.15949863484875,0,275,0,0
2020-05-21,34.27219827326817,42.15949863484875,584,0,0,0
2020-05-22,35.44590356466245,42.15949863484875,564,0,0,0
2020-05-22,34.08440456567335,42.15949863484875,587,0,0,0
2020-05-26,35.2111658556708,42.15949863484875,568,0,0,0
2020-05-26,33.84966672621186,42.15949863484875,591,0,0,0
2020-05-27,34.27219745847914,42.15949863484875,584,0,0,0
2020-05-27,33.56797422303094,42.15949863484875,596,0,0,0
2020-05-28,37.37077636911529,42.15949863484875,0,268,0,0
2020-05-28,33.80271294164758,42.15949863484875,592,0,0,0
2020-05-29,36.10317579933249,42.15949863484875,0,277,0,0
2020-05-29,34.92947049754576,42.15949863484875,573,0,0,0
2020-06-01,40.2815734640448,42.15949863484875,0,0,0,62
2020-06-01,35.77454156008591,42.15949863484875,559,0,0,0
2020-06-02,41.12663930930592,42.15949863484875,0,0,0,61
2020-06-02,38.1219525636596,42.15949863484875,0,0,131,0
2020-06-03,39.62429722456554,42.15949863484875,0,0,126,0
2020-06-03,37.74636848010143,42.15949863484875,0,265,0,0
2020-06-04,38.49753906674842,42.15949863484875,0,0,130,0
2020-06-04,37.27688610539521,42.15949863484875,0,268,0,0
2020-06-05,39.90598196901026,42.15949863484875,0,0,125,0
2020-06-05,37.08908912413894,42.15949863484875,0,270,0,0
2020-06-08,39.43650387496119,42.15949863484875,0,0,127,0
2020-06-08,38.3097459050179,42.15949863484875,0,0,131,0
2020-06-09,40.14072287200488,42.15949863484875,0,0,0,62
2020-06-09,37.84025967524808,42.15949863484875,0,264,0,0
2020-06-10,38.77922399020625,42.15949863484875,0,0,129,0
2020-06-10,37.65246613950175,42.15949863484875,0,266,0,0
2020-06-11,38.45058748878775,42.15949863484875,0,0,130,0
2020-06-11,37.13603608091669,42.15949863484875,0,269,0,0
2020-06-12,37.37078082396421,42.15949863484875,0,268,0,0
2020-06-12,36.10318037029165,42.15949863484875,0,277,0,0
2020-06-15,37.55857428938643,42.15949863484875,0,266,0,0
2020-06-15,36.71350493512934,42.15949863484875,0,272,0,0
2020-06-16,39.15481100683171,42.15949863484875,0,0,128,0
2020-06-16,36.90129531276457,42.15949863484875,0,271,0,0
2020-06-17,38.30974537777165,42.15949863484875,0,0,131,0
2020-06-17,37.08909241957628,42.15949863484875,0,270,0,0
2020-06-18,40.04682877627783,42.15949863484875,0,0,125,0
2020-06-18,36.90129622620173,42.15949863484875,0,271,0,0
2020-06-19,41.69001339563634,42.15949863484875,0,0,0,0
2020-06-19,38.63837963709142,42.15949863484875,0,0,129,0
2020-06-22,49.29562759399414,0,0,0,0,0
2020-06-22,49.29562759399414,49.29562759399414,0,0,0,0
2020-06-23,59.10780637108687,0,0,0,0,0
2020-06-23,50.7040747474909,59.10780637108687,0,197,0,0
2020-06-24,61.03268596839749,0,0,0,0,0
2020-06-24,55.53974566398769,61.03268596839749,0,0,90,0
2020-06-25,54.27213993509361,61.03268596839749,0,184,0,0
2020-06-25,52.1125225978615,61.03268596839749,0,192,0,0
2020-06-26,56.6195473161638,61.03268596839749,0,0,88,0
2020-06-26,53.05148364574336,61.03268596839749,0,188,0,0
2020-06-29,53.99045016657629,61.03268596839749,0,185,0,0
2020-06-29,50.18764526252082,61.03268596839749,399,0,0,0
2020-06-30,51.9716740640072,61.03268596839749,0,192,0,0
2020-06-30,48.40361033796528,61.03268596839749,413,0,0,0
2020-07-01,49.24867919465635,61.03268596839749,406,0,0,0
2020-07-01,46.94821589922157,61.03268596839749,426,0,0,0
2020-07-02,50.42238559876694,61.03268596839749,397,0,0,0
2020-07-02,47.55854508811377,61.03268596839749,421,0,0,0
2020-07-03,49.99985049562997,61.03268596839749,400,0,0,0
2020-07-03,48.02802683840733,61.03268596839749,416,0,0,0
2020-07-06,50.70407414024079,61.03268596839749,394,0,0,0
2020-07-06,48.35666330041482,61.03268596839749,414,0,0,0
2020-07-07,49.38952222815338,61.03268596839749,405,0,0,0
2020-07-07,48.26276789986033,61.03268596839749,414,0,0,0
