Date,Price,Max Price,,15% drop,10% drop,5% drop,2% drop
04-03-2021,40.42762452,47.15737406,-10000,0,247,0,0
05-03-2021,41.55743572,47.15737406,-10000,0,241,0,0
05-03-2021,39.49430207,47.15737406,-20000,506,0,0,0
08-03-2021,40.91884995,47.15737406,-10000,0,244,0,0
08-03-2021,39.29781363,47.15737406,-20000,509,0,0,0
09-03-2021,41.164459,47.15737406,-10000,0,243,0,0
09-03-2021,40.03464542,47.15737406,-20000,500,0,0,0
10-03-2021,41.11533313,47.15737406,-10000,0,243,0,0
10-03-2021,39.49430068,47.15737406,-20000,506,0,0,0
12-03-2021,46.17492822,47.15737406,-2500,0,0,0,54
12-03-2021,39.6416656,47.15737406,-20000,505,0,0,0
15-03-2021,47.64859596,0,0,0,0,0,0
15-03-2021,43.52232504,47.64859596,-5000,0,0,115,0
16-03-2021,44.11179618,47.64859596,-5000,0,0,113,0
16-03-2021,41.95041574,47.64859596,-10000,0,238,0,0
17-03-2021,44.01354817,47.64859596,-5000,0,0,114,0
17-03-2021,40.57498966,47.64859596,-10000,0,246,0,0
18-03-2021,42.14690429,47.64859596,-10000,0,237,0,0
18-03-2021,39.83815562,47.64859596,-20000,502,0,0,0
19-03-2021,40.9188455,47.64859596,-10000,0,244,0,0
19-03-2021,39.54342067,47.64859596,-20000,506,0,0,0
22-03-2021,43.71881013,47.64859596,-5000,0,0,114,0
22-03-2021,39.93639772,47.64859596,-20000,501,0,0,0
23-03-2021,44.60301365,47.64859596,-5000,0,0,112,0
23-03-2021,42.53987648,47.64859596,-10000,0,235,0,0
24-03-2021,42.53987952,47.64859596,-10000,0,235,0,0
24-03-2021,40.28025614,47.64859596,-20000,497,0,0,0
25-03-2021,42.19602456,47.64859596,-10000,0,237,0,0
25-03-2021,40.03464424,47.64859596,-20000,500,0,0,0
26-03-2021,41.80304531,47.64859596,-10000,0,239,0,0
26-03-2021,40.03464458,47.64859596,-20000,500,0,0,0
30-03-2021,42.34338688,47.64859596,-10000,0,236,0,0
30-03-2021,40.62410777,47.64859596,-10000,0,246,0,0
31-03-2021,41.60655298,47.64859596,-10000,0,240,0,0
31-03-2021,40.57498626,47.64859596,-10000,0,246,0,0
01-04-2021,41.95041668,47.64859596,-10000,0,238,0,0
01-04-2021,40.37850189,47.64859596,-20000,495,0,0,0
05-04-2021,42.68724617,47.64859596,-10000,0,234,0,0
05-04-2021,39.29780937,47.64859596,-20000,509,0,0,0
06-04-2021,40.2802546,47.64859596,-20000,497,0,0,0
06-04-2021,39.59254219,47.64859596,-20000,505,0,0,0
07-04-2021,40.86972242,47.64859596,-10000,0,245,0,0
07-04-2021,39.7890341,47.64859596,-20000,503,0,0,0
08-04-2021,41.0662145,47.64859596,-10000,0,244,0,0
08-04-2021,39.44518193,47.64859596,-20000,507,0,0,0
09-04-2021,41.41006834,47.64859596,-10000,0,241,0,0
09-04-2021,39.29780958,47.64859596,-20000,509,0,0,0
12-04-2021,42.09777704,47.64859596,-10000,0,238,0,0
12-04-2021,39.2978096,47.64859596,-20000,509,0,0,0
13-04-2021,40.427624,47.64859596,-20000,495,0,0,0
13-04-2021,37.87326407,47.64859596,-20000,528,0,0,0
15-04-2021,41.21358025,47.64859596,-10000,0,243,0,0
15-04-2021,39.2978112,47.64859596,-20000,509,0,0,0
16-04-2021,40.86972242,47.64859596,-10000,0,245,0,0
16-04-2021,39.7890341,47.64859596,-20000,503,0,0,0
19-04-2021,40.28025701,47.64859596,-20000,497,0,0,0
19-04-2021,38.85571059,47.64859596,-20000,515,0,0,0
20-04-2021,40.42762358,47.64859596,-20000,495,0,0,0
20-04-2021,39.8872757,47.64859596,-20000,501,0,0,0
22-04-2021,40.86971989,47.64859596,-10000,0,245,0,0
22-04-2021,38.3153638,47.64859596,-20000,522,0,0,0
23-04-2021,41.21358268,47.64859596,-10000,0,243,0,0
23-04-2021,34.63119816,47.64859596,-20000,578,0,0,0
26-04-2021,40.67323419,47.64859596,-10000,0,246,0,0
26-04-2021,39.59254219,47.64859596,-20000,505,0,0,0
27-04-2021,39.78903198,47.64859596,-20000,503,0,0,0
27-04-2021,38.85570826,47.64859596,-20000,515,0,0,0
28-04-2021,39.78903005,47.64859596,-20000,503,0,0,0
28-04-2021,39.00307465,47.64859596,-20000,513,0,0,0
29-04-2021,39.98552409,47.64859596,-20000,500,0,0,0
29-04-2021,39.0030788,47.64859596,-20000,513,0,0,0
30-04-2021,39.24868594,47.64859596,-20000,510,0,0,0
30-04-2021,37.03818427,47.64859596,-20000,540,0,0,0
03-05-2021,38.90483187,47.64859596,-20000,514,0,0,0
03-05-2021,37.43116393,47.64859596,-20000,534,0,0,0
04-05-2021,38.31536499,47.64859596,-20000,522,0,0,0
04-05-2021,37.2346767,47.64859596,-20000,537,0,0,0
05-05-2021,39.24869013,47.64859596,-20000,510,0,0,0
05-05-2021,36.59608709,47.64859596,-20000,547,0,0,0
06-05-2021,39.39605708,47.64859596,-20000,508,0,0,0
06-05-2021,37.97151432,47.64859596,-20000,527,0,0,0
07-05-2021,39.24869047,47.64859596,-20000,510,0,0,0
07-05-2021,37.52941119,47.64859596,-20000,533,0,0,0
10-05-2021,39.78903292,47.64859596,-20000,503,0,0,0
10-05-2021,38.56097634,47.64859596,-20000,519,0,0,0
11-05-2021,39.88727535,47.64859596,-20000,501,0,0,0
11-05-2021,38.8557086,47.64859596,-20000,515,0,0,0
12-05-2021,40.08376651,47.64859596,-20000,499,0,0,0
12-05-2021,39.29781104,47.64859596,-20000,509,0,0,0
14-05-2021,39.98552178,47.64859596,-20000,500,0,0,0
14-05-2021,39.29780937,47.64859596,-20000,509,0,0,0
17-05-2021,39.78903222,47.64859596,-20000,503,0,0,0
17-05-2021,39.2978096,47.64859596,-20000,509,0,0,0
18-05-2021,39.88727501,47.64859596,-20000,501,0,0,0
18-05-2021,39.29780937,47.64859596,-20000,509,0,0,0
19-05-2021,40.23113872,47.64859596,-20000,497,0,0,0
19-05-2021,39.29781487,47.64859596,-20000,509,0,0,0
20-05-2021,40.28025495,47.64859596,-20000,497,0,0,0
20-05-2021,39.44517799,47.64859596,-20000,507,0,0,0
21-05-2021,40.28025484,47.64859596,-20000,497,0,0,0
21-05-2021,39.2978096,47.64859596,-20000,509,0,0,0
24-05-2021,40.0837655,47.64859596,-20000,499,0,0,0
24-05-2021,39.34693156,47.64859596,-20000,508,0,0,0
25-05-2021,40.23113333,47.64859596,-20000,497,0,0,0
25-05-2021,39.2978096,47.64859596,-20000,509,0,0,0
26-05-2021,42.24514704,47.64859596,-10000,0,237,0,0
26-05-2021,39.2978112,47.64859596,-20000,509,0,0,0
27-05-2021,42.09777995,47.64859596,-10000,0,238,0,0
27-05-2021,40.86972332,47.64859596,-10000,0,245,0,0
28-05-2021,42.14690384,47.64859596,-10000,0,237,0,0
28-05-2021,40.82060047,47.64859596,-10000,0,245,0,0
31-05-2021,42.73636942,47.64859596,-10000,0,234,0,0
31-05-2021,40.77147887,47.64859596,-10000,0,245,0,0
01-06-2021,42.24514687,47.64859596,-10000,0,237,0,0
01-06-2021,40.32937783,47.64859596,-20000,496,0,0,0
02-06-2021,43.2275937,47.64859596,-5000,0,0,116,0
02-06-2021,40.82060194,47.64859596,-10000,0,245,0,0
03-06-2021,43.12935039,47.64859596,-5000,0,0,116,0
03-06-2021,41.99953679,47.64859596,-10000,0,238,0,0
04-06-2021,43.22759265,47.64859596,-5000,0,0,116,0
04-06-2021,41.60655643,47.64859596,-10000,0,240,0,0
07-06-2021,44.60301919,47.64859596,-5000,0,0,112,0
07-06-2021,41.41007189,47.64859596,-10000,0,241,0,0
08-06-2021,43.37496311,47.64859596,-5000,0,0,115,0
08-06-2021,42.24514947,47.64859596,-10000,0,237,0,0
09-06-2021,43.37496068,47.64859596,-5000,0,0,115,0
09-06-2021,42.14690407,47.64859596,-10000,0,237,0,0
10-06-2021,43.76793568,47.64859596,-5000,0,0,114,0
10-06-2021,42.7363689,47.64859596,-10000,0,234,0,0
11-06-2021,44.50476972,47.64859596,-5000,0,0,112,0
11-06-2021,42.98198031,47.64859596,-5000,0,0,116,0
14-06-2021,44.94687032,47.64859596,-5000,0,0,111,0
14-06-2021,43.22759113,47.64859596,-5000,0,0,116,0
15-06-2021,45.04511448,47.64859596,-5000,0,0,111,0
15-06-2021,42.68724806,47.64859596,-10000,0,234,0,0
16-06-2021,44.55389037,47.64859596,-5000,0,0,112,0
16-06-2021,43.2767123,47.64859596,-5000,0,0,116,0
17-06-2021,44.99598949,47.64859596,-5000,0,0,111,0
17-06-2021,42.29426518,47.64859596,-10000,0,236,0,0
18-06-2021,44.75038173,47.64859596,-5000,0,0,112,0
18-06-2021,41.41007003,47.64859596,-10000,0,241,0,0
21-06-2021,43.12935182,47.64859596,-5000,0,0,116,0
21-06-2021,40.37850188,47.64859596,-20000,495,0,0,0
22-06-2021,43.2275937,47.64859596,-5000,0,0,116,0
22-06-2021,42.04865857,47.64859596,-10000,0,238,0,0
23-06-2021,44.65213861,47.64859596,-5000,0,0,112,0
23-06-2021,43.22759221,47.64859596,-5000,0,0,116,0
24-06-2021,44.84862415,47.64859596,-5000,0,0,111,0
24-06-2021,43.27670961,47.64859596,-5000,0,0,116,0
25-06-2021,45.19248163,47.64859596,-5000,0,0,111,0
25-06-2021,42.58900021,47.64859596,-10000,0,235,0,0
28-06-2021,50.59592794,0,0,0,0,0,0
28-06-2021,42.44163351,50.59592794,-20000,471,0,0,0
29-06-2021,52.16784108,0,0,0,0,0,0
29-06-2021,48.53279667,52.16784108,-5000,0,0,103,0
30-06-2021,54.03448917,0,0,0,0,0,0
30-06-2021,45.78194751,54.03448917,-20000,437,0,0,0
01-07-2021,50.10470886,54.03448917,-5000,0,0,100,0
01-07-2021,47.15737305,54.03448917,-10000,0,212,0,0
02-07-2021,48.87665494,54.03448917,-5000,0,0,102,0
02-07-2021,45.38897478,54.03448917,-20000,441,0,0,0
05-07-2021,48.13981832,54.03448917,-10000,0,208,0,0
05-07-2021,46.51878212,54.03448917,-10000,0,215,0,0
06-07-2021,49.61348473,54.03448917,-5000,0,0,101,0
06-07-2021,46.666149,54.03448917,-10000,0,214,0,0
07-07-2021,48.53279696,54.03448917,-10000,0,206,0,0
07-07-2021,45.68370423,54.03448917,-20000,438,0,0,0
08-07-2021,48.04157855,54.03448917,-10000,0,208,0,0
08-07-2021,46.17493091,54.03448917,-10000,0,217,0,0
09-07-2021,47.10825231,54.03448917,-10000,0,212,0,0
09-07-2021,45.68370589,54.03448917,-20000,438,0,0,0
12-07-2021,48.72928169,54.03448917,-5000,0,0,103,0
12-07-2021,45.7328245,54.03448917,-20000,437,0,0,0
13-07-2021,50.0064636,54.03448917,-5000,0,0,100,0
13-07-2021,47.64859355,54.03448917,-10000,0,210,0,0
14-07-2021,55.90113393,0,0,0,0,0,0
14-07-2021,47.94332549,55.90113393,-10000,0,209,0,0
15-07-2021,57.47304858,0,0,0,0,0,0
15-07-2021,54.03449012,57.47304858,-5000,0,0,93,0
16-07-2021,67.59223501,0,0,0,0,0,0
16-07-2021,57.08006652,67.59223501,-20000,350,0,0,0
19-07-2021,68.18170179,0,0,0,0,0,0
19-07-2021,61.8940507,68.18170179,-5000,0,0,81,0
20-07-2021,64.30104116,68.18170179,-5000,0,0,78,0
20-07-2021,57.86602902,68.18170179,-20000,346,0,0,0
22-07-2021,63.85894649,68.18170179,-5000,0,0,78,0
22-07-2021,58.94671984,68.18170179,-10000,0,170,0,0
23-07-2021,60.86248766,68.18170179,-10000,0,164,0,0
23-07-2021,55.01693732,68.18170179,-20000,364,0,0,0
26-07-2021,56.93270188,68.18170179,-20000,351,0,0,0
26-07-2021,52.06959724,68.18170179,-20000,384,0,0,0
27-07-2021,53.9853648,68.18170179,-20000,370,0,0,0
27-07-2021,51.13627221,68.18170179,-20000,391,0,0,0
28-07-2021,53.34677733,68.18170179,-20000,375,0,0,0
28-07-2021,47.15737289,68.18170179,-20000,424,0,0,0
29-07-2021,50.54680565,68.18170179,-20000,396,0,0,0
29-07-2021,47.15736901,68.18170179,-20000,424,0,0,0
30-07-2021,52.85555627,68.18170179,-20000,378,0,0,0
30-07-2021,47.59947542,68.18170179,-20000,420,0,0,0
02-08-2021,53.54326853,68.18170179,-20000,374,0,0,0
02-08-2021,50.79242245,68.18170179,-20000,394,0,0,0
03-08-2021,54.37834525,68.18170179,-20000,368,0,0,0
03-08-2021,52.26609013,68.18170179,-20000,383,0,0,0
04-08-2021,56.78533578,68.18170179,-20000,352,0,0,0
04-08-2021,51.13627549,68.18170179,-20000,391,0,0,0
05-08-2021,53.8871238,68.18170179,-20000,371,0,0,0
05-08-2021,50.10471085,68.18170179,-20000,399,0,0,0
06-08-2021,54.52571259,68.18170179,-20000,367,0,0,0
06-08-2021,51.08715413,68.18170179,-20000,391,0,0,0
09-08-2021,52.65906577,68.18170179,-20000,380,0,0,0
09-08-2021,50.44856388,68.18170179,-20000,396,0,0,0
10-08-2021,52.75731246,68.18170179,-20000,379,0,0,0
10-08-2021,49.17138568,68.18170179,-20000,407,0,0,0
11-08-2021,54.57483341,68.18170179,-20000,366,0,0,0
11-08-2021,48.13981771,68.18170179,-20000,415,0,0,0
12-08-2021,54.57483549,68.18170179,-20000,366,0,0,0
12-08-2021,52.6099449,68.18170179,-20000,380,0,0,0
13-08-2021,54.52570984,68.18170179,-20000,367,0,0,0
13-08-2021,52.60994091,68.18170179,-20000,380,0,0,0
16-08-2021,55.70464916,68.18170179,-20000,359,0,0,0
16-08-2021,51.873111,68.18170179,-20000,386,0,0,0
17-08-2021,54.96781231,68.18170179,-20000,364,0,0,0
17-08-2021,53.29765464,68.18170179,-20000,375,0,0,0
18-08-2021,54.5257113,68.18170179,-20000,367,0,0,0
18-08-2021,52.5608208,68.18170179,-20000,381,0,0,0
20-08-2021,55.01693746,68.18170179,-20000,364,0,0,0
20-08-2021,51.77486868,68.18170179,-20000,386,0,0,0
23-08-2021,54.47659322,68.18170179,-20000,367,0,0,0
23-08-2021,52.06960146,68.18170179,-20000,384,0,0,0
24-08-2021,55.36079147,68.18170179,-20000,361,0,0,0
24-08-2021,53.10116802,68.18170179,-20000,377,0,0,0
25-08-2021,55.40991553,68.18170179,-20000,361,0,0,0
25-08-2021,53.05204535,68.18170179,-20000,377,0,0,0
26-08-2021,54.47659014,68.18170179,-20000,367,0,0,0
26-08-2021,52.56082114,68.18170179,-20000,381,0,0,0
27-08-2021,56.4906018,68.18170179,-20000,354,0,0,0
27-08-2021,52.06959818,68.18170179,-20000,384,0,0,0
30-08-2021,55.80289164,68.18170179,-20000,358,0,0,0
30-08-2021,53.54326823,68.18170179,-20000,374,0,0,0
31-08-2021,55.65552389,68.18170179,-20000,359,0,0,0
31-08-2021,54.23097755,68.18170179,-20000,369,0,0,0
01-09-2021,55.01693504,68.18170179,-20000,364,0,0,0
01-09-2021,54.03448977,68.18170179,-20000,370,0,0,0
02-09-2021,54.96781353,68.18170179,-20000,364,0,0,0
02-09-2021,53.49414563,68.18170179,-20000,374,0,0,0
03-09-2021,55.70464635,68.18170179,-20000,359,0,0,0
03-09-2021,54.03448868,68.18170179,-20000,370,0,0,0
06-09-2021,63.80981839,68.18170179,-5000,0,0,78,0
06-09-2021,54.03449078,68.18170179,-20000,370,0,0,0
07-09-2021,63.31859543,68.18170179,-5000,0,0,79,0
07-09-2021,54.62395618,68.18170179,-20000,366,0,0,0
08-09-2021,57.57129081,68.18170179,-20000,347,0,0,0
08-09-2021,53.78887805,68.18170179,-20000,372,0,0,0
09-09-2021,59.92916273,68.18170179,-10000,0,167,0,0
09-09-2021,54.86956799,68.18170179,-20000,365,0,0,0
13-09-2021,59.78179012,68.18170179,-10000,0,167,0,0
13-09-2021,56.19586732,68.18170179,-20000,356,0,0,0
14-09-2021,60.42038784,68.18170179,-10000,0,166,0,0
14-09-2021,58.94671984,68.18170179,-10000,0,170,0,0
15-09-2021,61.84492752,68.18170179,-5000,0,0,81,0
15-09-2021,59.43793598,68.18170179,-10000,0,168,0,0
16-09-2021,60.42038611,68.18170179,-10000,0,166,0,0
16-09-2021,57.4730502,68.18170179,-20000,348,0,0,0
17-09-2021,60.22389381,68.18170179,-10000,0,166,0,0
17-09-2021,58.55373611,68.18170179,-10000,0,171,0,0
20-09-2021,60.46950935,68.18170179,-10000,0,165,0,0
20-09-2021,58.20988584,68.18170179,-10000,0,172,0,0
21-09-2021,60.42038326,68.18170179,-10000,0,166,0,0
21-09-2021,54.03448909,68.18170179,-20000,370,0,0,0
22-09-2021,61.20633951,68.18170179,-10000,0,163,0,0
22-09-2021,59.09408443,68.18170179,-10000,0,169,0,0
23-09-2021,60.4203812,68.18170179,-10000,0,166,0,0
23-09-2021,59.43793598,68.18170179,-10000,0,168,0,0
24-09-2021,60.32214285,68.18170179,-10000,0,166,0,0
24-09-2021,57.47304999,68.18170179,-20000,348,0,0,0
27-09-2021,66.80627949,68.18170179,-2500,0,0,0,37
27-09-2021,54.18185906,68.18170179,-20000,369,0,0,0
28-09-2021,62.38527735,68.18170179,-5000,0,0,80,0
28-09-2021,58.94671876,68.18170179,-10000,0,170,0,0
29-09-2021,60.81336503,68.18170179,-10000,0,164,0,0
29-09-2021,56.9818269,68.18170179,-20000,351,0,0,0
30-09-2021,61.64843773,68.18170179,-5000,0,0,81,0
30-09-2021,58.25900096,68.18170179,-10000,0,172,0,0
01-10-2021,60.91161009,68.18170179,-10000,0,164,0,0
01-10-2021,57.47305146,68.18170179,-20000,348,0,0,0
04-10-2021,60.71511325,68.18170179,-10000,0,165,0,0
04-10-2021,57.66953459,68.18170179,-20000,347,0,0,0
05-10-2021,71.37464656,0,0,0,0,0,0
05-10-2021,67.34662267,71.37464656,-5000,0,0,74,0
06-10-2021,80.46226432,0,0,0,0,0,0
06-10-2021,65.82382917,80.46226432,-20000,304,0,0,0
07-10-2021,70.68693167,80.46226432,-10000,0,141,0,0
07-10-2021,65.13612208,80.46226432,-20000,307,0,0,0
08-10-2021,67.59224105,80.46226432,-20000,296,0,0,0
08-10-2021,63.02386881,80.46226432,-20000,317,0,0,0
11-10-2021,66.06944444,80.46226432,-20000,303,0,0,0
11-10-2021,61.50107243,80.46226432,-20000,325,0,0,0
12-10-2021,65.33261102,80.46226432,-20000,306,0,0,0
12-10-2021,61.94317406,80.46226432,-20000,323,0,0,0
13-10-2021,64.79226339,80.46226432,-20000,309,0,0,0
13-10-2021,62.38527544,80.46226432,-20000,321,0,0,0
14-10-2021,62.8764964,80.46226432,-20000,318,0,0,0
14-10-2021,58.70110406,80.46226432,-20000,341,0,0,0
18-10-2021,61.89405351,80.46226432,-20000,323,0,0,0
18-10-2021,59.6835516,80.46226432,-20000,335,0,0,0
19-10-2021,62.87649845,80.46226432,-20000,318,0,0,0
19-10-2021,59.09408559,80.46226432,-20000,338,0,0,0
20-10-2021,61.7958091,80.46226432,-20000,324,0,0,0
20-10-2021,56.88358274,80.46226432,-20000,352,0,0,0
21-10-2021,59.43793703,80.46226432,-20000,336,0,0,0
21-10-2021,57.66953635,80.46226432,-20000,347,0,0,0
22-10-2021,59.92915987,80.46226432,-20000,334,0,0,0
22-10-2021,56.98182414,80.46226432,-20000,351,0,0,0
25-10-2021,60.4695067,80.46226432,-20000,331,0,0,0
25-10-2021,57.96427197,80.46226432,-20000,345,0,0,0
26-10-2021,64.84139201,80.46226432,-20000,308,0,0,0
26-10-2021,57.32568371,80.46226432,-20000,349,0,0,0
27-10-2021,65.72559217,80.46226432,-20000,304,0,0,0
27-10-2021,60.42038605,80.46226432,-20000,331,0,0,0
28-10-2021,63.22035364,80.46226432,-20000,316,0,0,0
28-10-2021,58.94671808,80.46226432,-20000,339,0,0,0
29-10-2021,59.92916149,80.46226432,-20000,334,0,0,0
29-10-2021,57.17831548,80.46226432,-20000,350,0,0,0
01-11-2021,59.9291584,80.46226432,-20000,334,0,0,0
01-11-2021,56.98182274,80.46226432,-20000,351,0,0,0
02-11-2021,60.12564967,80.46226432,-20000,333,0,0,0
02-11-2021,58.60286029,80.46226432,-20000,341,0,0,0
03-11-2021,60.76423553,80.46226432,-20000,329,0,0,0
03-11-2021,58.94671337,80.46226432,-20000,339,0,0,0
04-11-2021,61.64843866,80.46226432,-20000,324,0,0,0
04-11-2021,59.58530516,80.46226432,-20000,336,0,0,0
08-11-2021,64.84138784,80.46226432,-20000,308,0,0,0
08-11-2021,60.07652978,80.46226432,-20000,333,0,0,0
09-11-2021,66.31505226,80.46226432,-20000,302,0,0,0
09-11-2021,59.92915834,80.46226432,-20000,334,0,0,0
10-11-2021,65.82383295,80.46226432,-20000,304,0,0,0
10-11-2021,62.87649714,80.46226432,-20000,318,0,0,0
11-11-2021,64.35016385,80.46226432,-20000,311,0,0,0
11-11-2021,61.94317224,80.46226432,-20000,323,0,0,0
12-11-2021,64.3501652,80.46226432,-20000,311,0,0,0
12-11-2021,62.92562256,80.46226432,-20000,318,0,0,0
15-11-2021,64.79225944,80.46226432,-20000,309,0,0,0
15-11-2021,58.45549075,80.46226432,-20000,342,0,0,0
16-11-2021,63.36771907,80.46226432,-20000,316,0,0,0
16-11-2021,60.4203833,80.46226432,-20000,331,0,0,0
17-11-2021,68.77117074,80.46226432,-10000,0,145,0,0
17-11-2021,62.38527631,80.46226432,-20000,321,0,0,0
18-11-2021,70.73605759,80.46226432,-10000,0,141,0,0
18-11-2021,66.31505399,80.46226432,-20000,302,0,0,0
22-11-2021,66.46242594,80.46226432,-20000,301,0,0,0
22-11-2021,61.69756399,80.46226432,-20000,324,0,0,0
23-11-2021,65.28348521,80.46226432,-20000,306,0,0,0
23-11-2021,60.02740452,80.46226432,-20000,333,0,0,0
24-11-2021,66.70803905,80.46226432,-20000,300,0,0,0
24-11-2021,63.85894611,80.46226432,-20000,313,0,0,0
25-11-2021,67.49399036,80.46226432,-20000,296,0,0,0
25-11-2021,64.49753664,80.46226432,-20000,310,0,0,0
26-11-2021,69.75361759,80.46226432,-10000,0,143,0,0
26-11-2021,64.54665441,80.46226432,-20000,310,0,0,0
29-11-2021,66.06944541,80.46226432,-20000,303,0,0,0
29-11-2021,63.02386652,80.46226432,-20000,317,0,0,0
30-11-2021,65.67646581,80.46226432,-20000,305,0,0,0
30-11-2021,62.87649825,80.46226432,-20000,318,0,0,0
01-12-2021,66.60978858,80.46226432,-20000,300,0,0,0
01-12-2021,63.85893898,80.46226432,-20000,313,0,0,0
02-12-2021,65.28348591,80.46226432,-20000,306,0,0,0
02-12-2021,61.69756289,80.46226432,-20000,324,0,0,0
03-12-2021,65.72559764,80.46226432,-20000,304,0,0,0
03-12-2021,63.85894991,80.46226432,-20000,313,0,0,0
06-12-2021,68.67292436,80.46226432,-10000,0,146,0,0
06-12-2021,62.87649589,80.46226432,-20000,318,0,0,0
07-12-2021,69.7536149,80.46226432,-10000,0,143,0,0
07-12-2021,66.51154248,80.46226432,-20000,301,0,0,0
08-12-2021,68.67292178,80.46226432,-10000,0,146,0,0
08-12-2021,66.36417703,80.46226432,-20000,301,0,0,0
09-12-2021,69.65537498,80.46226432,-10000,0,144,0,0
09-12-2021,65.82383672,80.46226432,-20000,304,0,0,0
10-12-2021,68.181707,80.46226432,-20000,293,0,0,0
10-12-2021,65.82383672,80.46226432,-20000,304,0,0,0
13-12-2021,68.52555824,80.46226432,-10000,0,146,0,0
13-12-2021,64.30104054,80.46226432,-20000,311,0,0,0
14-12-2021,66.80627346,80.46226432,-20000,299,0,0,0
14-12-2021,64.84138307,80.46226432,-20000,308,0,0,0
15-12-2021,66.7571505,80.46226432,-20000,300,0,0,0
15-12-2021,64.49753097,80.46226432,-20000,310,0,0,0
16-12-2021,66.85540131,80.46226432,-20000,299,0,0,0
16-12-2021,64.84138558,80.46226432,-20000,308,0,0,0
17-12-2021,66.80627391,80.46226432,-20000,299,0,0,0
17-12-2021,60.86248117,80.46226432,-20000,329,0,0,0
20-12-2021,62.6800114,80.46226432,-20000,319,0,0,0
20-12-2021,55.9993839,80.46226432,-20000,357,0,0,0
21-12-2021,60.91160825,80.46226432,-20000,328,0,0,0
21-12-2021,57.96427237,80.46226432,-20000,345,0,0,0
22-12-2021,60.51863087,80.46226432,-20000,330,0,0,0
22-12-2021,58.94671984,80.46226432,-20000,339,0,0,0
23-12-2021,60.86248492,80.46226432,-20000,329,0,0,0
23-12-2021,59.78179288,80.46226432,-20000,335,0,0,0
24-12-2021,61.89405203,80.46226432,-20000,323,0,0,0
24-12-2021,56.63797133,80.46226432,-20000,353,0,0,0
27-12-2021,61.59931682,80.46226432,-20000,325,0,0,0
27-12-2021,57.22743478,80.46226432,-20000,349,0,0,0
28-12-2021,60.91160497,80.46226432,-20000,328,0,0,0
28-12-2021,58.11163754,80.46226432,-20000,344,0,0,0
29-12-2021,62.82737683,80.46226432,-20000,318,0,0,0
29-12-2021,59.92916249,80.46226432,-20000,334,0,0,0
30-12-2021,62.87649705,80.46226432,-20000,318,0,0,0
30-12-2021,60.91160652,80.46226432,-20000,328,0,0,0
31-12-2021,63.36771783,80.46226432,-20000,316,0,0,0
31-12-2021,59.33969385,80.46226432,-20000,337,0,0,0
03-01-2022,62.53264633,80.46226432,-20000,320,0,0,0
03-01-2022,60.27301909,80.46226432,-20000,332,0,0,0
04-01-2022,61.89405255,80.46226432,-20000,323,0,0,0
04-01-2022,59.97828351,80.46226432,-20000,333,0,0,0
05-01-2022,67.73960338,80.46226432,-20000,295,0,0,0
05-01-2022,60.17477724,80.46226432,-20000,332,0,0,0
06-01-2022,73.63426943,80.46226432,-5000,0,0,68,0
06-01-2022,67.59223706,80.46226432,-20000,296,0,0,0
07-01-2022,76.63072698,80.46226432,-2500,0,0,0,33
07-01-2022,70.73605567,80.46226432,-10000,0,141,0,0
10-01-2022,72.16059852,80.46226432,-10000,0,139,0,0
10-01-2022,69.26238812,80.46226432,-10000,0,144,0,0
11-01-2022,73.53603052,80.46226432,-5000,0,0,68,0
11-01-2022,70.29396547,80.46226432,-10000,0,142,0,0
12-01-2022,72.65182555,80.46226432,-5000,0,0,69,0
12-01-2022,67.1010157,80.46226432,-20000,298,0,0,0
13-01-2022,71.71849608,80.46226432,-10000,0,139,0,0
13-01-2022,67.24836765,80.46226432,-20000,297,0,0,0
14-01-2022,70.78518616,80.46226432,-10000,0,141,0,0
14-01-2022,67.29750239,80.46226432,-20000,297,0,0,0
17-01-2022,68.72204234,80.46226432,-10000,0,146,0,0
17-01-2022,64.8413866,80.46226432,-20000,308,0,0,0
18-01-2022,69.75361702,80.46226432,-10000,0,143,0,0
18-01-2022,65.87296104,80.46226432,-20000,304,0,0,0
19-01-2022,68.67292745,80.46226432,-10000,0,146,0,0
19-01-2022,66.31505725,80.46226432,-20000,302,0,0,0
20-01-2022,68.57468704,80.46226432,-10000,0,146,0,0
20-01-2022,66.41330282,80.46226432,-20000,301,0,0,0
21-01-2022,68.77117227,80.46226432,-10000,0,145,0,0
21-01-2022,64.93963403,80.46226432,-20000,308,0,0,0
24-01-2022,66.26592819,80.46226432,-20000,302,0,0,0
24-01-2022,62.43439402,80.46226432,-20000,320,0,0,0
25-01-2022,65.08699857,80.46226432,-20000,307,0,0,0
25-01-2022,61.40282884,80.46226432,-20000,326,0,0,0
27-01-2022,64.84138655,80.46226432,-20000,308,0,0,0
27-01-2022,61.45194969,80.46226432,-20000,325,0,0,0
28-01-2022,65.08699961,80.46226432,-20000,307,0,0,0
28-01-2022,61.99229549,80.46226432,-20000,323,0,0,0
31-01-2022,64.25192209,80.46226432,-20000,311,0,0,0
31-01-2022,59.09408443,80.46226432,-20000,338,0,0,0
01-02-2022,63.46596297,80.46226432,-20000,315,0,0,0
01-02-2022,60.42038413,80.46226432,-20000,331,0,0,0
02-02-2022,64.64489818,80.46226432,-20000,309,0,0,0
