Date,Price,Max Price,15% drop,10% drop,5% drop,2% drop
2020-04-17,31.46447231313149,0,0,0,0,0
2020-04-17,29.11564562639852,31.46447231313149,0,0,172,0
2020-04-20,33.96009427501734,0,0,0,0,0
2020-04-20,29.99645111495843,33.96009427501734,0,333,0,0
2020-04-21,31.95381185079293,33.96009427501734,0,0,156,0
2020-04-21,30.29005987570908,33.96009427501734,0,330,0,0
2020-04-22,30.82832997999142,33.96009427501734,0,0,162,0
2020-04-22,29.65391666265367,33.96009427501734,0,337,0,0
2020-04-23,32.58995143429122,33.96009427501734,0,0,0,77
2020-04-23,30.63259694894811,33.96009427501734,0,0,163,0
2020-04-24,33.27502035067371,33.96009427501734,0,0,0,75
2020-04-24,30.14325298276248,33.96009427501734,0,332,0,0
2020-04-27,31.85593997674779,33.96009427501734,0,0,157,0
2020-04-27,30.04538877152452,33.96009427501734,0,333,0,0
2020-04-28,32.19847764311459,33.96009427501734,0,0,155,0
2020-04-28,29.45818068057376,33.96009427501734,0,339,0,0
2020-04-29,33.91116219240169,33.96009427501734,0,0,0,0
2020-04-29,30.82832790823544,33.96009427501734,0,0,162,0
2020-04-30,38.60881627565536,0,0,0,0,0
2020-04-30,36.21105638966805,38.60881627565536,0,0,138,0
2020-05-04,35.23237034283007,38.60881627565536,0,0,142,0
2020-05-04,32.63887492147367,38.60881627565536,613,0,0,0
2020-05-05,34.64517192827806,38.60881627565536,0,289,0,0
2020-05-05,31.0729989070394,38.60881627565536,644,0,0,0
2020-05-06,33.22608993786286,38.60881627565536,0,301,0,0
2020-05-06,31.12193257526933,38.60881627565536,643,0,0,0
2020-05-07,32.8346180157136,38.60881627565536,0,305,0,0
2020-05-07,30.73046249220497,38.60881627565536,651,0,0,0
2020-05-08,32.5899479618619,38.60881627565536,614,0,0,0
2020-05-08,31.31766842862059,38.60881627565536,639,0,0,0
2020-05-11,31.75807164018199,38.60881627565536,630,0,0,0
2020-05-11,29.45818015437328,38.60881627565536,679,0,0,0
2020-05-12,31.3176654775321,38.60881627565536,639,0,0,0
2020-05-12,29.21351020159607,38.60881627565536,685,0,0,0
2020-05-13,32.34527952063853,38.60881627565536,618,0,0,0
2020-05-13,28.62630704444224,38.60881627565536,699,0,0,0
2020-05-14,32.10060931098637,38.60881627565536,623,0,0,0
2020-05-14,30.53472738688245,38.60881627565536,655,0,0,0
2020-05-15,31.75807413267836,38.60881627565536,630,0,0,0
2020-05-15,30.73046200942603,38.60881627565536,651,0,0,0
2020-05-18,32.29634406918385,38.60881627565536,619,0,0,0
2020-05-18,29.45818087280338,38.60881627565536,679,0,0,0
2020-05-19,29.84965222900315,38.60881627565536,670,0,0,0
2020-05-19,27.54976061835082,38.60881627565536,726,0,0,0
2020-05-20,29.11564356576545,38.60881627565536,687,0,0,0
2020-05-20,27.40295865013218,38.60881627565536,730,0,0,0
2020-05-21,29.21351168803811,38.60881627565536,685,0,0,0
2020-05-21,27.79442915221035,38.60881627565536,720,0,0,0
2020-05-22,33.56862434549691,38.60881627565536,0,298,0,0
2020-05-22,29.40924660084049,38.60881627565536,680,0,0,0
2020-05-26,32.14954297809933,38.60881627565536,622,0,0,0
2020-05-26,28.03910005609558,38.60881627565536,713,0,0,0
2020-05-27,30.29005709510948,38.60881627565536,660,0,0,0
2020-05-27,28.43056910541673,38.60881627565536,703,0,0,0
2020-05-28,30.53472758399624,38.60881627565536,655,0,0,0
2020-05-28,29.65391666265367,38.60881627565536,674,0,0,0
2020-05-29,31.07299901593116,38.60881627565536,644,0,0,0
2020-05-29,28.87097546362108,38.60881627565536,693,0,0,0
2020-06-01,32.19847808772,38.60881627565536,621,0,0,0
2020-06-01,30.68152746250672,38.60881627565536,652,0,0,0
2020-06-02,34.10689707743246,38.60881627565536,0,293,0,0
2020-06-02,30.73046204050486,38.60881627565536,651,0,0,0
2020-06-03,37.87480605697912,38.60881627565536,0,0,0,0
2020-06-03,34.05796371841151,38.60881627565536,0,294,0,0
2020-06-04,36.45571943744135,38.60881627565536,0,0,137,0
2020-06-04,33.96009375282473,38.60881627565536,0,294,0,0
2020-06-05,38.07054105869222,38.60881627565536,0,0,0,0
2020-06-05,35.4281121159683,38.60881627565536,0,0,141,0
2020-06-08,38.95134548692935,0,0,0,0,0
2020-06-08,36.94505829945793,38.95134548692935,0,0,135,0
2020-06-09,37.58120461184998,38.95134548692935,0,0,0,67
2020-06-09,34.98770863246433,38.95134548692935,0,286,0,0
2020-06-10,36.89612578473917,38.95134548692935,0,0,136,0
2020-06-10,32.93248445172417,38.95134548692935,607,0,0,0
2020-06-11,37.18973346104579,38.95134548692935,0,0,0,67
2020-06-11,34.74304047018752,38.95134548692935,0,288,0,0
2020-06-12,35.77064567617691,38.95134548692935,0,0,140,0
2020-06-12,32.29634287151826,38.95134548692935,619,0,0,0
2020-06-15,36.21105713314481,38.95134548692935,0,0,138,0
2020-06-15,34.74304130342271,38.95134548692935,0,288,0,0
2020-06-16,36.79825935347638,38.95134548692935,0,0,136,0
2020-06-16,33.76436168125697,38.95134548692935,0,296,0,0
2020-06-17,36.11319043502148,38.95134548692935,0,0,138,0
2020-06-17,33.27502504111305,38.95134548692935,0,301,0,0
2020-06-18,35.72171852323744,38.95134548692935,0,0,140,0
2020-06-18,33.9601002742424,38.95134548692935,0,294,0,0
2020-06-19,36.89612688005371,38.95134548692935,0,0,136,0
2020-06-19,35.23237508757995,38.95134548692935,0,0,142,0
2020-06-22,38.16841283839836,38.95134548692935,0,0,0,65
2020-06-22,35.37918416278146,38.95134548692935,0,0,141,0
