Date,Value
2020-04-17,60.40493739995741
2020-04-17,55.69249547513804
2020-04-20,59.26966785618241
2020-04-20,56.18515529207088
2020-04-21,55.94953757662893
2020-04-21,51.70833613439537
2020-04-22,55.84244350985747
2020-04-22,52.47947072994454
2020-04-23,57.08481394403917
2020-04-23,55.07131712356669
2020-04-24,56.63498824034468
2020-04-24,54.835693359375
2020-04-27,58.00587399135932
2020-04-27,54.02172046914981
2020-04-28,58.62707057139217
2020-04-28,55.88528195853706
2020-04-29,59.54812894303242
2020-04-29,57.81309222399825
2020-04-30,61.86150840912623
2020-04-30,58.69132278582894
2020-05-04,59.54812940350958
2020-05-04,54.40728369960947
2020-05-05,59.65523162503791
2020-05-05,53.55047722175755
2020-05-06,57.62031799165378
2020-05-06,54.19308718174128
2020-05-07,57.79166866688782
2020-05-07,55.99237405594064
2020-05-08,57.72741441468934
2020-05-08,52.69366955849194
2020-05-11,57.57747682377743
2020-05-11,55.26409856824834
2020-05-12,57.36326725169366
2020-05-12,54.49296304671611
2020-05-13,60.61914309817372
2020-05-13,57.36327131346696
2020-05-14,65.31015933683182
2020-05-14,56.97770656399339
2020-05-15,63.40377030186767
2020-05-15,58.54138395111023
2020-05-18,59.2482547184367
2020-05-18,56.54930911250072
2020-05-19,59.54813083469877
2020-05-19,55.73533946077163
2020-05-20,59.46245347310597
2020-05-20,56.63498555362639
2020-05-21,59.9336966806743
2020-05-21,57.62031847917947
2020-05-22,59.78375786677302
2020-05-22,57.10623383598708
2020-05-26,59.56955863281594
2020-05-26,58.0487236073061
2020-05-27,59.89085516633894
2020-05-27,57.44895470694225
2020-05-28,62.5469556306363
2020-05-28,57.87735676339237
2020-05-29,62.43985689831841
2020-05-29,59.39818715505459
2020-06-01,65.97418592051714
2020-06-01,61.71156937134892
2020-06-02,65.54579119001116
2020-06-02,60.83334868615415
2020-06-03,65.31015296208163
2020-06-03,62.13996770152077
2020-06-04,66.40259241380546
2020-06-04,61.73299336850727
2020-06-05,70.47243806174689
2020-06-05,64.26058181922208
2020-06-08,71.97184255009472
2020-06-08,67.30224347560205
2020-06-09,70.53668658438754
2020-06-09,65.61004263789313
2020-06-10,69.40141559041567
2020-06-10,65.2244785409925
2020-06-11,69.85124552815623
2020-06-11,64.28199575894415
2020-06-12,66.14555598905608
2020-06-12,61.73300128582742
2020-06-15,68.97302565463754
2020-06-15,64.2605829080474
2020-06-16,67.687814451499
2020-06-16,62.52554628246495
2020-06-17,66.35974819243225
2020-06-17,62.97536067565293
2020-06-18,68.03052887081712
2020-06-18,63.61796815598056
2020-06-19,67.60211606333355
2020-06-19,65.22447383772646
2020-06-22,69.82981622931175
2020-06-22,65.9956037007924
2020-06-23,70.2582340595885
2020-06-23,67.30224999746088
2020-06-24,73.25705233487216
2020-06-24,66.16696789215335
2020-06-25,70.6437992003585
2020-06-25,65.95277788872794
2020-06-26,71.92900166450639
2020-06-26,68.65171492408554
2020-06-29,71.13645649909697
2020-06-29,67.98768576834387
2020-06-30,70.60094202105974
2020-06-30,66.85240906447808
2020-07-01,69.74413903417438
2020-07-01,65.16021974157958
2020-07-02,69.80840076322617
2020-07-02,67.644960177188
2020-07-03,69.31574889638577
2020-07-03,67.066628532713
2020-07-06,71.54344063988276
2020-07-06,67.32366023886867
2020-07-07,77.5625110175235
2020-07-07,68.78023292275495
2020-07-08,81.39673443901462
2020-07-08,74.54227259151865
2020-07-09,78.37647836120478
2020-07-09,76.21303774074886
2020-07-10,77.75529949807694
2020-07-10,73.68546288522994
2020-07-13,76.5986012528531
2020-07-13,72.63586607670331
2020-07-14,75.80604776129145
2020-07-14,71.11502766544348
2020-07-15,73.87822976242684
2020-07-15,68.43750312207813
2020-07-16,72.74298174018783
2020-07-16,68.50177931223362
2020-07-17,72.48593126591551
2020-07-17,70.04403058944801
2020-07-20,77.09126441867475
2020-07-20,70.27964644414516
2020-07-21,77.11267509569753
2020-07-21,74.11384884197595
2020-07-22,77.54109721209461
2020-07-22,72.82865484008886
2020-07-23,76.66286780213916
2020-07-23,74.09244469704196
2020-07-24,76.23446141537681
2020-07-24,69.40142152901025
2020-07-27,78.37647039934254
2020-07-27,68.52318343976492
2020-07-28,78.26938522927306
2020-07-28,74.88499729319656
2020-07-29,75.93457470459101
2020-07-29,72.40024330085123
2020-07-30,75.29195758183718
2020-07-30,71.22212203687302
2020-07-31,75.78462745085653
2020-07-31,70.72946798410109
2020-08-03,76.68429271083501
2020-08-03,72.10037261036548
2020-08-04,76.68427766014439
2020-08-04,72.87148658119692
2020-08-05,80.32572022017004
2020-08-05,76.4486641501584
2020-08-06,84.30986373505979
2020-08-06,79.70452318070254
2020-08-07,96.26233436901579
2020-08-07,83.77436597814618
2020-08-10,98.49004078370571
2020-08-10,90.17900885332337
2020-08-11,96.8192666495274
2020-08-11,89.19367708390554
2020-08-12,95.10565071247728
2020-08-12,90.39320856005723
2020-08-13,96.17664701369506
2020-08-13,91.2500036254657
2020-08-14,94.69867677801216
2020-08-14,87.65143442336662
2020-08-17,92.53521988861554
2020-08-17,88.72242872093723
2020-08-18,94.63439962780684
2020-08-18,89.9433791852766
2020-08-19,94.248834301958
2020-08-19,90.67166002163718
2020-08-20,99.73241571517694
2020-08-20,90.6288340735722
2020-08-21,109.4143229973087
2020-08-21,99.81808092252993
2020-08-24,108.386167244833
2020-08-24,101.9815313968412
2020-08-25,107.9577693691395
2020-08-25,100.9962068602168
2020-08-26,108.9216665042727
2020-08-26,102.9668562796737
2020-08-27,113.9554251908169
2020-08-27,104.9803657547896
