Date,Value
2020-04-17,29.10927275872853
2020-04-17,27.97833856491724
2020-04-20,29.74849943328676
2020-04-20,28.56839292035294
2020-04-21,28.22419201774716
2020-04-21,27.04408570923508
2020-04-22,28.42087515201433
2020-04-22,27.24077071922952
2020-04-23,28.96175958065605
2020-04-23,28.27336388363316
2020-04-24,28.37170483737935
2020-04-24,27.5357963584939
2020-04-27,29.69932478593546
2020-04-27,28.02750778198242
2020-04-28,30.28937840993641
2020-04-28,28.91258882325339
2020-04-29,31.07611426674703
2020-04-29,29.20761412309366
2020-04-30,31.8136791894577
2020-04-30,30.48606186680765
2020-05-04,30.09269537542614
2020-05-04,25.1755883492365
2020-05-05,29.25678601698399
2020-05-05,27.9291667805636
2020-05-06,28.86341782717451
2020-05-06,27.87999644891117
2020-05-07,28.66673205628003
2020-05-07,26.35569150227177
2020-05-08,29.01093108193916
2020-05-08,27.58496931236643
2020-05-11,28.76507573378714
2020-05-11,27.97833936999163
2020-05-12,28.2733642631602
2020-05-12,27.53579823890385
2020-05-13,29.89600910999119
2020-05-13,28.27336423347629
2020-05-14,28.71590460773148
2020-05-14,28.17502173155558
2020-05-15,29.35512694680074
2020-05-15,27.83082276655477
2020-05-18,28.6667353492074
2020-05-18,26.40486672845172
2020-05-19,27.781653654789
2020-05-19,25.86398123629136
2020-05-20,26.6507194563767
2020-05-20,25.91315343014336
2020-05-21,27.04408761762043
2020-05-21,26.10983656781167
2020-05-22,26.89657478757889
2020-05-22,25.76564058962388
2020-05-26,27.04408761762043
2020-05-26,26.25735127358061
2020-05-27,26.84740533400137
2020-05-27,26.06066890966112
2020-05-28,26.99491654049148
2020-05-28,25.86398049860794
2020-05-29,26.74906273036187
2020-05-29,25.96232448786449
2020-06-01,30.78108870098296
2020-06-01,26.79823282898449
2020-06-02,30.87943282029991
2020-06-02,29.10927497976921
2020-06-03,32.45290256001962
2020-06-03,30.19103434400612
2020-06-04,32.74792745559235
2020-06-04,25.37226794976279
2020-06-05,37.76338278167408
2020-06-05,32.69876113532066
2020-06-08,36.09156706602022
2020-06-08,33.4363284668881
2020-06-09,35.00980005684378
2020-06-09,32.94461663409444
2020-06-10,33.92804144974502
2020-06-10,30.97777697585414
2020-06-11,33.92803455108424
2020-06-11,31.32196850418988
2020-06-12,32.64959260080298
2020-06-12,30.24020931937478
2020-06-15,32.74792902605986
2020-06-15,31.27279705415216
2020-06-16,35.35399905359471
2020-06-16,32.1087092781304
2020-06-17,34.32140458611872
2020-06-17,32.15787699375959
2020-06-18,35.9932220836635
2020-06-18,33.04295785544667
2020-06-19,40.81198741832792
2020-06-19,36.18990616523836
2020-06-22,40.86115867247062
2020-06-22,36.38659202508254
2020-06-23,38.35343556589895
2020-06-23,36.97664407064364
2020-06-24,39.92690470422253
2020-06-24,36.92747038247767
2020-06-25,37.81254716244282
2020-06-25,36.43575593554088
2020-06-26,37.81255231755009
2020-06-26,36.58327560860148
2020-06-29,39.43519173518743
2020-06-29,35.79653600886107
2020-06-30,40.12358777878245
2020-06-30,38.45177083978016
2020-07-01,39.87773792227934
2020-07-01,38.55012050281276
2020-07-02,41.30369683666339
2020-07-02,38.89431377090041
2020-07-03,40.91032601506217
2020-07-03,38.94348334604082
2020-07-06,40.46778941569611
2020-07-06,39.14016836323389
2020-07-07,40.56612853030421
2020-07-07,39.33685190817378
2020-07-08,41.05784034729004
2020-07-08,39.386023343337
2020-07-09,41.69706408961881
2020-07-09,39.68104744912677
2020-07-10,40.76281822646485
2020-07-10,39.23851579007142
2020-07-13,40.51695972767935
2020-07-13,39.97607874404884
2020-07-14,40.27110286224071
2020-07-14,38.00923462944287
2020-07-15,39.63188175204695
2020-07-15,38.40260499949304
2020-07-16,39.18933912654447
2020-07-16,37.41918145453109
2020-07-17,39.48437333718985
2020-07-17,37.61587105231003
2020-07-20,38.25509143095444
2020-07-20,37.41918104535627
2020-07-21,38.10758178501996
2020-07-21,37.51753040635011
2020-07-22,38.59928973668208
2020-07-22,37.07498732539708
2020-07-23,39.28768074493555
2020-07-23,37.51752319759539
2020-07-24,38.10757832811368
2020-07-24,36.6816165823191
2020-07-27,37.32084323723407
2020-07-27,34.81311939354074
2020-07-28,36.58327910014585
2020-07-28,35.69819828464794
2020-07-29,36.77995944263698
2020-07-29,35.84570842376443
2020-07-30,37.37001360184683
2020-07-30,35.00980071588504
2020-07-31,35.8457108300768
2020-07-31,34.66560439814678
2020-08-03,35.74736404915699
2020-08-03,34.71477239704832
2020-08-04,36.33741951517099
2020-08-04,35.50150911950389
2020-08-05,38.35343284663205
2020-08-05,36.48493077147064
2020-08-06,39.33685624333248
2020-08-06,37.07498775963185
2020-08-07,39.14016687011452
2020-08-07,37.37000928581423
2020-08-10,43.31970864607138
2020-08-10,39.386023343337
2020-08-11,43.90976369235432
2020-08-11,42.68048703524983
2020-08-12,43.46722334550577
2020-08-12,42.38545763638103
2020-08-13,44.45064467118937
2020-08-13,42.33628732038778
2020-08-14,46.36831499692105
2020-08-14,42.77882581316559
2020-08-17,47.10588684764715
2020-08-17,44.35230390970277
2020-08-18,50.99040160886967
2020-08-18,46.31914963645124
2020-08-19,51.33459672697633
2020-08-19,49.22023926183743
2020-08-20,49.51526794741198
2020-08-20,44.84401611269556
2020-08-21,52.12133779751095
2020-08-21,49.26941404008394
2020-08-24,51.72796817703143
2020-08-24,49.22024416158266
2020-08-25,50.20366104124869
2020-08-25,48.08930731069536
2020-08-26,51.43294201970562
2020-08-26,48.53184793917576
2020-08-27,52.02299204336261
2020-08-27,48.38433221919095
