Date,Value
2022-04-06,327.8012354368525
2022-04-07,337.9117723744298
2022-04-07,325.8845492966076
2022-04-08,337.3368219866072
2022-04-08,328.711732788086
2022-04-11,362.253676949849
2022-04-11,335.4200712498602
2022-04-12,358.8995716878123
2022-04-12,336.6180896003847
2022-04-13,352.8140210779708
2022-04-13,336.4263475376704
2022-04-18,345.0035442293218
2022-04-18,330.436716218892
2022-04-19,348.7410349189068
2022-04-19,334.5575692792363
2022-04-20,352.622349583585
2022-04-20,343.3743154225995
2022-04-21,375.766312516689
2022-04-21,340.8346969466335
2022-04-22,357.414112480334
2022-04-22,337.3368104979129
2022-04-25,348.6931673207195
2022-04-25,337.4805405631975
2022-04-26,358.2766304398188
2022-04-26,342.9910438791305
2022-04-27,359.2828571654156
2022-04-27,341.7930938951625
